Number,Block,Base,Fluff,Forehead,Belly,Mood,Nose,Tail,Pelt,Outline,Paws,Head,Face,Bottoms,Top,Tools,Unique,Status,Price,Offer,MaxOffer
162,12084006,Carmel,NA,NA,NA,Meh,NA,Light Brown,NA,NA,NA,Blue Crown,Purple Pink Shades,NA,NA,NA,NA,unlisted,0.0,0,0.0
163,12084055,Thin Mint,NA,NA,Brown,Silly,NA,NA,NA,NA,NA,NA,Blue Sunglasses,NA,NA,NA,NA,unlisted,0.0,0,0.0
164,12084212,Steel,NA,NA,NA,Content,NA,NA,NA,NA,NA,Green Bow,Skeptical Brows,Jeans,Yellow Bandana,NA,NA,unlisted,0.0,0,0.0
165,12084253,Cornflower,NA,NA,NA,Pleased,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,for_sale,0.3,0,0.0
166,12084019,Flamingo,NA,NA,NA,Unamused,NA,NA,NA,Green,NA,Blue Crown,NA,NA,Orange Flowers,NA,NA,unlisted,0.0,1,0.04
167,12084115,Classic,NA,NA,NA,Happy,NA,NA,NA,Yellow,NA,Blue Crown,Kris Jenner Shades,NA,Green Bandana,NA,NA,unlisted,0.0,0,0.0
168,12084057,Classic,NA,NA,Off White,Unamused,NA,Brown,NA,Grey,NA,NA,NA,NA,NA,Wine,NA,unlisted,0.0,0,0.0
169,12084265,Classic,NA,NA,NA,Content,NA,Brown,NA,Yellow,NA,Purple,Purple Pink Shades,Green,NA,Red Saber,NA,unlisted,0.0,0,0.0
170,12084263,Fire,NA,NA,NA,Happy,Grey,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,unlisted,0.0,0,0.0
171,12084266,Grey,NA,NA,NA,Unamused,NA,Sage,White Spots,NA,NA,Blue Crown,Red Round Shades,Dark Green,NA,NA,NA,for_sale,0.5,0,0.0
172,12084176,Cornflower,NA,Pink,NA,Silly,NA,NA,The White Stripes,NA,NA,NA,Surprised Brows,NA,NA,NA,NA,unlisted,0.0,0,0.0
173,12084282,Black,NA,NA,NA,Silly,Brown,NA,NA,NA,NA,Purple Bow,Surprised Brows,Dark Green,Blue Bandana,Blue Saber,NA,for_sale,0.2,0,0.0
174,12084291,Classic,NA,NA,NA,Pleased,NA,Purple,NA,Green,Cold Feet,Teal Hat,Green Round Shades,NA,Green Flowers,NA,NA,for_sale,0.2,0,0.0
175,12084299,Classic,NA,NA,NA,Pleased,NA,NA,NA,Yellow,NA,NA,Blue Shades,NA,Pumpkin,NA,NA,unlisted,0.0,0,0.0
176,12084234,Dark Grey,Off White,NA,NA,Silly,Brown,NA,NA,NA,NA,Tophat,VR Green,NA,NA,Red Saber,NA,for_sale,1.5,0,0.0
177,12084256,Classic,NA,NA,NA,Pleased,NA,NA,NA,NA,NA,Tophat,Purple Snorkel,NA,NA,NA,NA,unlisted,0.0,0,0.0
178,12084077,Perry Winks,NA,Brown,NA,Pissed,Brown,NA,NA,NA,NA,Another Red Beanie,NA,NA,NA,NA,NA,unlisted,0.0,0,0.0
179,12084314,Cornflower,NA,NA,NA,Meh,NA,Purple,NA,Lime,Dark Pink,NA,Alert Brows,Green,Heart,NA,NA,for_sale,0.2,0,0.0
180,12084339,Perry Winks,NA,NA,NA,Happy,Pink,Light Pink,NA,NA,Neon Green,Purple,Skeptical Brows,NA,Red Bandana,NA,NA,for_sale,0.2,0,0.0
181,12084281,Cornflower,NA,NA,NA,Unamused,NA,Sage,NA,Yellow,Red,Small Pink Bow,Blue Green Shades,NA,NA,NA,NA,unlisted,0.0,0,0.0
182,12084332,Classic,NA,NA,NA,Unamused,Purple,Light Pink,NA,NA,NA,NA,Sunglasses,NA,Yellow Heart,Berry Ice Pop,NA,unlisted,0.0,0,0.0
183,12084346,Basic Pink,NA,NA,NA,Silly,Orange,NA,NA,NA,Cold Feet,NA,Blue Readers,NA,Blue Collar,NA,NA,unlisted,0.0,0,0.0
184,12084323,Pistachio,NA,NA,NA,Happy,Purple,Brown,NA,NA,Seafoam Green,Black Beanie,Blue Shield Glasses,NA,NA,NA,NA,unlisted,0.0,0,0.0
185,12084324,Perry Winks,NA,NA,NA,Pleased,Brown,Light Brown,NA,Pink,NA,NA,Blue Sunglasses,NA,NA,NA,NA,unlisted,0.0,0,0.0
186,12084349,Classic,NA,NA,NA,Content,NA,Yellow,NA,NA,NA,Small Pink Bow,Neon Shield Glasses,NA,NA,NA,NA,unlisted,0.0,0,0.0
187,12084347,Flamingo,NA,NA,NA,Pleased,NA,NA,NA,NA,Dark Brown,NA,Pink Sunglasses,NA,Blue Collar,NA,NA,unlisted,0.0,0,0.0
188,12084116,Pistachio,NA,NA,NA,Happy,Brown,NA,NA,NA,NA,NA,Alert Brows,NA,NA,NA,NA,unlisted,0.0,0,0.0
189,12084329,Fern,NA,NA,NA,Pleased,Brown,Sage,NA,NA,NA,Grey Crown,Red Round Shades,Jeans,NA,NA,NA,unlisted,0.0,0,0.0
190,12084269,Black,NA,NA,NA,Unamused,NA,NA,NA,NA,NA,Grey Crown,Blue Shield Glasses,NA,NA,NA,NA,for_sale,5.0,0,0.0
191,12084248,Black,NA,NA,NA,Silly,NA,NA,NA,NA,NA,NA,Skeptical Brows,NA,Yellow Bandana,NA,NA,unlisted,0.0,0,0.0
192,12084335,Grey,NA,NA,NA,Happy,Grey,Light Pink,NA,NA,NA,Blue Sweatband,Alert Brows,Jeans,NA,NA,NA,unlisted,0.0,0,0.0
193,12084164,Black,NA,Cream,NA,Pleased,NA,NA,NA,NA,NA,NA,Green Goggles,NA,Pink Collar,NA,NA,unlisted,0.0,0,0.0
194,12084166,Steel,Teal,NA,NA,Unamused,NA,Tan,NA,NA,NA,Purple Bow,Purple Round Shades,NA,NA,NA,NA,unlisted,0.0,0,0.0
195,12084288,Coffee,NA,NA,NA,Pleased,NA,NA,NA,Light Blue,Sage,NA,Yellow Orange Shades,NA,Blue Collar,Green Saber,NA,unlisted,0.0,0,0.0
196,12084203,Classic,NA,NA,NA,Unamused,NA,Blue,NA,NA,NA,Blue Beanie,Pissed Brows,NA,Purple Bandana,Strawberry Ice Cream,NA,unlisted,0.0,0,0.0
197,12084221,Fern,NA,NA,NA,Meh,NA,Light Green,NA,Yellow,NA,Green Sweatband,Curious Brows,NA,Green Flowers,NA,NA,unlisted,0.0,0,0.0
198,12084358,Teal,NA,NA,NA,Pleased,NA,NA,NA,NA,NA,Tophat,NA,NA,Yellow Heart,NA,NA,unlisted,0.0,0,0.0
199,12084241,Basic Pink,NA,NA,NA,Meh,Purple,NA,NA,NA,NA,Purple Bow,Blue Shades,NA,Blue Collar,Water,NA,unlisted,0.0,0,0.0
200,12084360,Grey,NA,NA,NA,Pissed,Pink,NA,NA,NA,NA,Orange Bow,Red Glasses,NA,Yellow Heart,NA,NA,for_sale,2.0,0,0.0
201,12084226,Cornflower,NA,NA,Off White,Silly,NA,NA,NA,NA,NA,NA,Green Round Shades,Green,NA,Blue Saber,NA,unlisted,0.0,0,0.0
202,12084363,Free Britney,NA,NA,NA,Pleased,NA,Purple,NA,NA,NA,Dark Purple Sweatband,Green Readers,NA,NA,NA,NA,unlisted,0.0,0,0.0
203,12084207,Coffee,NA,NA,NA,Happy,NA,NA,NA,NA,NA,Green Bow,Red Glasses,NA,NA,NA,NA,unlisted,0.0,0,0.0
204,12084366,Flamingo,NA,NA,NA,Silly,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,unlisted,0.0,0,0.0
205,12084369,Pistachio,NA,NA,NA,Unamused,Pink,NA,NA,Blue,Light Pink,Purple,Purple Pink Shades,NA,Pumpkin,NA,NA,for_sale,0.5,0,0.0
206,12084285,Classic,NA,NA,NA,Unamused,Purple,NA,NA,NA,Neon Green,NA,Green Blue Goggles,NA,Green Bandana,Water,NA,unlisted,0.0,0,0.0
207,12084344,Black,NA,NA,NA,Unamused,Cold,Yellow,NA,NA,NA,Purple Bow,VR Blue,Pink,NA,NA,NA,unlisted,0.0,0,0.0
208,12084312,Fire,NA,Cream,NA,Meh,Purple,Yellow,NA,NA,NA,NA,Surprised Brows,Brown,NA,NA,NA,unlisted,0.0,0,0.0
209,12084201,Classic,NA,NA,NA,Pleased,NA,Brown,NA,NA,NA,NA,Blue Shield Glasses,NA,NA,Blue Saber,NA,unlisted,0.0,0,0.0
210,12084154,Grapefruit,NA,NA,NA,Unamused,NA,NA,NA,NA,NA,NA,Green Readers,NA,NA,NA,NA,for_sale,2.0,0,0.0
211,12084317,Grey,NA,NA,NA,Pleased,NA,NA,NA,NA,NA,NA,NA,NA,Green Bandana,NA,NA,unlisted,0.0,0,0.0
212,12084357,Coffee,NA,NA,NA,Meh,Very Cold,Light Brown,NA,NA,NA,Pink Crown,Sunglasses,NA,NA,Blueberry Icepop,NA,unlisted,0.0,0,0.0
213,12084177,Cornflower,NA,NA,NA,Silly,NA,NA,NA,Lime,NA,NA,VR Purple,Dark Green,Purple Heart,NA,NA,unlisted,0.0,0,0.0
214,12084326,Blush,NA,NA,Off White,Pleased,NA,NA,NA,NA,NA,Dark Purple Sweatband,Orange Snorkel,NA,Red Bandana,NA,NA,unlisted,0.0,0,0.0
215,12084327,Grapefruit,NA,NA,NA,Meh,NA,NA,NA,Green,NA,Red Bow,Purple Pink Shades,NA,NA,Water,NA,unlisted,0.0,0,0.0
216,12084350,Flamingo,NA,NA,NA,Content,Orange,NA,NA,NA,NA,Coachella,Over It Brows,NA,Pink Collar,NA,NA,unlisted,0.0,0,0.0
217,12084367,Classic,NA,NA,NA,Meh,NA,Blue,NA,NA,NA,NA,NA,NA,Pink Collar,NA,NA,for_sale,50.0,0,0.0
218,12084296,Teal,NA,NA,NA,Pleased,NA,NA,NA,NA,NA,Yellow Sweatband,3D Glasses,NA,NA,NA,NA,unlisted,0.0,0,0.0
219,12084379,Teal,NA,NA,NA,Pleased,NA,NA,NA,Grey,NA,NA,Green Sunglasses,Blue,Pink Collar,NA,NA,unlisted,0.0,0,0.0
220,12084381,Grey,NA,NA,Off White,Pissed,Orange,NA,NA,Lime,Light Pink,Pinkish Sweatband,Pissed Brows,NA,NA,NA,NA,unlisted,0.0,0,0.0
221,12084353,Fern,NA,NA,NA,Unamused,NA,NA,NA,NA,NA,NA,Green Round Shades,NA,NA,Strawberry Ice Cream,NA,unlisted,0.0,0,0.0
222,12084205,Cornflower,NA,NA,NA,Happy,NA,NA,NA,NA,NA,NA,Purple Snorkel,NA,Yellow Bandana,Lemon Icepop,NA,unlisted,0.0,0,0.0
223,12084385,Black,NA,NA,NA,Meh,NA,NA,NA,NA,NA,NA,Alert Brows,Blue,NA,Red Saber,NA,unlisted,0.0,0,0.0
224,12084354,Classic,NA,NA,NA,Meh,NA,NA,NA,NA,Mellow Yellow,Pumpkin Top,NA,NA,Green Flowers,NA,NA,unlisted,0.0,0,0.0
225,12084386,Lavender,NA,NA,NA,Happy,NA,NA,NA,NA,NA,NA,Curious Brows,Brown,NA,NA,NA,unlisted,0.0,0,0.0
226,12084384,Classic,NA,NA,NA,Happy,NA,Light Brown,NA,NA,Dark Purple,Yellow Hat,Surprised Brows,NA,NA,Blue Saber,NA,unlisted,0.0,0,0.0
227,12084217,Mellow Yellow,NA,NA,Off White,Meh,NA,NA,NA,NA,NA,Red Sweatband,Neon Shield Glasses,NA,NA,Water,NA,unlisted,0.0,0,0.0
228,12084395,Grey,NA,NA,NA,Pleased,Pink,Light Brown,NA,Red,NA,Red Beanie With Pompom,Blue Round Shades,NA,Yellow Bandana,Lemon Icepop,NA,unlisted,0.0,0,0.0
230,12084392,Cornflower,NA,NA,NA,Pissed,Pink,On Fire,NA,NA,NA,NA,Green Round Shades,Dark Green,Red Bandana,NA,NA,unlisted,0.0,0,0.0
230,12084370,Mellow Yellow,NA,NA,NA,Happy,NA,NA,NA,Yellow,Mellow Yellow,NA,Surprised Brows,NA,NA,NA,NA,unlisted,0.0,0,0.0
232,12084393,Flamingo,NA,NA,NA,Happy,NA,NA,NA,NA,NA,Pumpkin Top,NA,NA,NA,NA,NA,unlisted,0.0,0,0.0
233,12084242,Blush,NA,NA,NA,Pleased,NA,NA,NA,NA,Neon Green,Green Sweatband,Surprised Brows,NA,NA,NA,NA,unlisted,0.0,0,0.0
234,12084375,Coffee,NA,NA,NA,Meh,NA,NA,NA,NA,NA,Tophat,Pissed Brows,Green,Yellow Bandana,NA,NA,unlisted,0.0,0,0.0
235,12084374,Blush,NA,NA,NA,Meh,Pink,NA,NA,Green,NA,Red Bow,VR Blue,NA,NA,NA,NA,unlisted,0.0,0,0.0
236,12084401,Steel,NA,NA,NA,Happy,NA,NA,NA,NA,NA,Crown,Black Red Goggles,Pink,Blue Bandana,NA,NA,unlisted,0.0,0,0.0
237,12084342,Fern,NA,NA,NA,Unamused,Cold,Tan,NA,NA,NA,NA,Pink Purple Shades,NA,NA,NA,NA,unlisted,0.0,0,0.0
238,12084383,Grey,NA,NA,NA,Content,Grey,Purple,NA,Green,NA,NA,Alert Brows,NA,Blue Bandana,NA,NA,for_sale,0.44,0,0.0
239,12084378,Teal,NA,NA,NA,Content,NA,NA,NA,NA,NA,NA,Pissed Brows,NA,Red Bandana,NA,NA,unlisted,0.0,0,0.0
240,12084333,Walnut,NA,NA,NA,Pissed,Pink,NA,Brown Spots,NA,NA,NA,NA,NA,NA,NA,NA,unlisted,0.0,0,0.0
241,12084283,Steel,NA,NA,NA,Happy,NA,NA,NA,Lime,Dark Purple,Birthday Blue,VR Blue,NA,NA,NA,NA,unlisted,0.0,0,0.0
242,12084388,Basic Pink,NA,NA,NA,Meh,NA,NA,NA,NA,Dark Purple,Purple Bow,NA,NA,Red Bandana,Berry Ice Pop,NA,for_sale,0.5,0,0.0
243,12084404,Dark Grey,NA,NA,NA,Pleased,NA,NA,NA,NA,NA,NA,NA,NA,Tie,NA,NA,unlisted,0.0,0,0.0
244,12084377,Walnut,NA,NA,NA,Meh,NA,NA,NA,NA,NA,NA,Blue Readers,NA,NA,NA,NA,unlisted,0.0,0,0.0
245,12084387,Classic,NA,NA,NA,Silly,Brown,Brown,NA,NA,Sage,NA,Sunglasses,NA,NA,NA,NA,unlisted,0.0,0,0.0
246,12084407,Grapefruit,NA,NA,Off White,Pissed,NA,NA,NA,NA,Seafoam Green,NA,Yellow Goggles,Black,NA,Strawberry Ice Cream,NA,for_sale,0.81,0,0.0
247,12084391,Black,NA,NA,NA,Pissed,NA,NA,NA,Yellow,NA,Purple Bow,NA,NA,NA,Water,NA,unlisted,0.0,0,0.0
248,12084409,Ocean,NA,NA,NA,Pleased,NA,NA,NA,NA,NA,NA,Pink Sunglasses,NA,Heart,NA,NA,unlisted,0.0,0,0.0
249,12084410,Free Britney,NA,NA,NA,Meh,NA,NA,Brown Spots,Yellow,NA,Red Sweatband,VR Green,NA,NA,NA,NA,unlisted,0.0,0,0.0
250,12084196,Coffee,NA,NA,NA,Silly,NA,NA,NA,Green,NA,NA,NA,NA,NA,NA,NA,unlisted,0.0,0,0.0
251,12084414,Classic,NA,Pink,NA,Pleased,NA,Brown,Brown Stripes,NA,NA,Purple Bow,Green Readers,NA,Green Bandana,NA,NA,for_sale,0.2,0,0.0
252,12084413,Pistachio,NA,NA,Blue,Content,NA,NA,NA,NA,NA,Berry Crown,NA,NA,NA,NA,NA,unlisted,0.0,0,0.0
253,12084408,Basic Pink,NA,NA,NA,Pleased,NA,Brown,NA,Yellow,Dark Purple,Purple Bow,Alert Brows,NA,NA,NA,NA,unlisted,0.0,0,0.0
254,12084415,Pistachio,NA,NA,NA,Pleased,NA,NA,NA,NA,Dark Purple,Black Sweatband,Kris Jenner Shades,NA,Pink Collar,NA,NA,unlisted,0.0,0,0.0
255,12084170,Mellow Yellow,NA,NA,Off White,Meh,NA,NA,NA,Pink,NA,NA,Pissed Brows,NA,NA,Water,NA,unlisted,0.0,0,0.0
256,12084406,Passion Fruit,NA,NA,NA,Pissed,NA,Yellow,NA,NA,NA,Berry Crown,Skeptical Brows,NA,NA,NA,NA,unlisted,0.0,0,0.0
257,12084216,Black,NA,Blue,NA,Meh,NA,NA,NA,Pink,Purples,NA,Yellow Goggles,NA,NA,NA,NA,unlisted,0.0,0,0.0
258,12084233,Perry Winks,NA,NA,NA,Pleased,NA,NA,NA,Green,NA,Purple Bow,Orange Round Shades,NA,NA,Blueberry Icepop,NA,unlisted,0.0,0,0.0
259,12084371,Lavender,NA,NA,NA,Pleased,NA,Sage,NA,NA,NA,Purple Bow,NA,NA,Yellow Bandana,Blue Saber,NA,unlisted,0.0,0,0.0
260,12084422,Classic Plus,NA,NA,NA,Pleased,Pink,NA,NA,Pink,NA,Purple Bow,Green Round Shades,Dark Green,NA,NA,NA,for_sale,2.0,0,0.0
261,12084425,Carmel,NA,NA,NA,Silly,NA,Brown,NA,Lime,NA,Purple Bow,VR Green,Green,NA,Wine,NA,for_sale,0.7,0,0.0
262,12084290,Classic,NA,NA,NA,Meh,NA,NA,NA,NA,NA,Tophat,NA,NA,NA,NA,NA,unlisted,0.0,1,0.065
263,12084254,Basic Pink,NA,NA,Brown,Pleased,NA,NA,NA,NA,NA,NA,Protective Goggles,NA,Green Bandana,NA,NA,unlisted,0.0,0,0.0
264,12084264,Cornflower,NA,Brown,NA,Pissed,NA,NA,NA,Lime,Neon Green,NA,Orange Snorkel,NA,NA,NA,NA,unlisted,0.0,0,0.0
265,12084247,Grapefruit,NA,Pink,Off White,Pleased,NA,NA,NA,NA,NA,NA,Pissed Brows,Jeans,Green Bandana,NA,NA,unlisted,0.0,0,0.0
266,12084279,Basic Pink,NA,NA,NA,Pleased,Brown,NA,NA,NA,NA,Another Red Beanie,Curious Brows,Black,Blue Bandana,NA,NA,unlisted,0.0,1,0.03
267,12084273,Coffee,NA,NA,NA,Pleased,NA,NA,The White Stripes,NA,NA,Blue Crown,Curious Brows,NA,NA,NA,NA,unlisted,0.0,0,0.0
268,12084430,Ocean,NA,NA,NA,Meh,NA,NA,NA,NA,Cold Feet,Purple,NA,NA,Red Bandana,Berry Ice Pop,NA,unlisted,0.0,0,0.0
269,12084239,Classic,NA,NA,NA,Pleased,Grey,Light Brown,NA,NA,NA,Red Bow,NA,NA,NA,Wine,NA,unlisted,0.0,0,0.0
270,12084316,Pistachio,NA,NA,NA,Happy,NA,NA,NA,NA,NA,Tophat,NA,Brown,NA,NA,NA,for_sale,50.0,0,0.0
271,12084260,Basic Pink,NA,NA,NA,Pleased,NA,NA,NA,Pink,Purples,Red Beanie With Pompom,NA,NA,Green Bandana,Water,NA,unlisted,0.0,0,0.0
272,12084437,Classic,NA,NA,NA,Happy,NA,NA,The White Stripes,NA,NA,Bug,Purple Round Shades,Brown,Yellow Bandana,NA,NA,unlisted,0.0,0,0.0
273,12084438,Lavender,NA,NA,NA,Silly,NA,NA,NA,Yellow,NA,NA,Light Orange Snorkel,Orange,Yellow Bandana,Blueberry Icepop,NA,for_sale,0.4,0,0.0
274,12084295,Classic,NA,NA,NA,Meh,Pink,Blue,NA,NA,NA,NA,Black Red Goggles,Jeans,NA,NA,NA,unlisted,0.0,0,0.0
275,12084359,Mellow Yellow,NA,NA,NA,Silly,Pink,NA,NA,Light Blue,NA,Red Beanie With Pompom,Blue Round Shades,NA,NA,NA,NA,unlisted,0.0,0,0.0
276,12084434,Basic Pink,NA,NA,NA,Pleased,NA,Tan,NA,NA,NA,Pumpkin Top,Green Blue Goggles,NA,Heart,NA,NA,unlisted,0.0,0,0.0
277,12084355,Basic Pink,NA,NA,NA,Silly,Cold,NA,NA,NA,NA,Crown,Curious Brows,NA,NA,NA,NA,unlisted,0.0,0,0.0
278,12084440,Classic Plus,NA,NA,NA,Content,NA,NA,NA,NA,NA,NA,Blue Round Shades,NA,NA,NA,NA,unlisted,0.0,0,0.0
279,12084442,Walnut,NA,NA,NA,Pissed,NA,NA,The White Stripes,Yellow,Seafoam Green,NA,Pink Protective Goggles,NA,NA,NA,NA,unlisted,0.0,0,0.0
280,12084445,Blush,NA,NA,NA,Meh,NA,NA,NA,Yellow,Cold Feet,Pinkish Sweatband,NA,Dark Green,Heart,NA,NA,for_sale,0.149,0,0.0
281,12084227,Pistachio,NA,NA,NA,Pleased,Brown,NA,NA,NA,NA,Green Sweatband,NA,NA,Blue Bandana,Berry Ice Pop,NA,for_sale,50.0,0,0.0
282,12084448,Coffee,NA,Pink,NA,Pissed,NA,Light Brown,NA,Yellow,Neon Green,Orange Bow,Alert Brows,NA,Yellow Bandana,NA,NA,unlisted,0.0,0,0.0
283,12084446,Thin Mint,NA,NA,Pink,Silly,NA,NA,NA,Yellow,NA,Tophat,VR,NA,NA,NA,NA,unlisted,0.0,0,0.0
284,12084449,Classic,Blue,Brown,NA,Meh,Pink,Tan,NA,NA,NA,Red Beanie With Pompom,Green Sunglasses,NA,NA,NA,NA,unlisted,0.0,0,0.0
285,12084321,Grapefruit,NA,NA,Grey,Unamused,NA,NA,NA,NA,Neon Green,Dark Green Sweatband,Yellow Orange Shades,NA,NA,NA,NA,for_sale,0.14,0,0.0
286,12084433,Classic Plus,NA,NA,Grey,Silly,NA,Light Green,NA,NA,Mellow Yellow,NA,NA,NA,NA,NA,NA,unlisted,0.0,0,0.0
287,12084325,Walnut,NA,NA,NA,Pissed,Pink,NA,NA,NA,Light Pink,NA,VR Purple,Blue,NA,NA,NA,unlisted,0.0,0,0.0
288,12084444,Teal,NA,NA,NA,Content,NA,NA,NA,NA,NA,Dark Pink Sweatband,Neon Shield Glasses,NA,Orange Flowers,NA,NA,unlisted,0.0,0,0.0
289,12084453,Coffee,NA,NA,NA,Silly,NA,NA,NA,NA,NA,Orange Bow,NA,NA,NA,NA,NA,unlisted,0.0,0,0.0
290,12084454,Free Britney,NA,NA,NA,Pissed,Cold,NA,NA,NA,NA,NA,Pink Protective Goggles,NA,NA,NA,NA,for_sale,2.5,0,0.0
291,12084418,Lavender,NA,NA,NA,Pleased,NA,NA,NA,NA,NA,Red Beanie With Pompom,VR Blue,Green,Green Bandana,NA,NA,unlisted,0.0,0,0.0
292,12084457,Basic Pink,NA,NA,NA,Pissed,NA,Blue,NA,NA,Cold Feet,Purple Bow,Blue Sunglasses,NA,NA,NA,NA,unlisted,0.0,0,0.0
293,12084451,Mellow Yellow,NA,NA,NA,Meh,Very Cold,NA,NA,NA,Purples,NA,VR Orange Green,NA,Yellow Heart,NA,NA,unlisted,0.0,0,0.0
294,12084452,Lavender,NA,NA,NA,Content,Brown,Blue,NA,NA,NA,NA,Skeptical Brows,Brown,NA,NA,NA,unlisted,0.0,0,0.0
295,12084460,Classic,NA,NA,NA,Pissed,NA,NA,NA,NA,NA,Purple Bow,Green Goggles,NA,NA,NA,NA,unlisted,0.0,0,0.0
296,12084443,Cornflower,NA,Brown,NA,Pissed,NA,NA,NA,NA,NA,NA,VR Orange Green,NA,NA,NA,NA,unlisted,0.0,0,0.0
297,12084461,Classic,NA,NA,NA,Pleased,Brown,NA,NA,NA,Neon Green,Pinkish Sweatband,NA,NA,NA,NA,NA,unlisted,0.0,0,0.0
298,12084462,Passion Fruit,NA,NA,NA,Pleased,NA,NA,NA,Light Blue,NA,Black Beanie,NA,NA,NA,NA,NA,for_sale,0.4,0,0.0
299,12084423,Cornflower,NA,NA,NA,Silly,Brown,NA,NA,Light Blue,NA,NA,Light Orange Snorkel,NA,Red Bandana,NA,NA,unlisted,0.0,0,0.0
300,12084249,Grey,NA,NA,NA,Pissed,NA,Blue,NA,Pink,NA,Dark Pink Sweatband,NA,Pink,NA,Blueberry Icepop,NA,unlisted,0.0,0,0.0
301,12084396,Cornflower,NA,Grey,NA,Content,NA,On Fire,NA,NA,NA,Pink Crown,Green Round Shades,NA,NA,NA,NA,for_sale,0.15,0,0.0
302,12084319,Teal,NA,NA,NA,Unamused,NA,NA,NA,Light Blue,NA,Crown,Purple Round Shades,NA,Yellow Bandana,NA,NA,unlisted,0.0,0,0.0
303,12084466,Cornflower,NA,NA,Off White,Happy,Pink,Brown,NA,NA,Purples,NA,Green Goggles,NA,Yellow Bandana,NA,NA,for_sale,10.0,0,0.0
304,12084465,Flamingo,NA,NA,NA,Unamused,NA,NA,NA,NA,NA,Purple Sweatband,Pink Sunglasses,Brown,Pink Collar,NA,NA,unlisted,0.0,0,0.0
305,12084416,Black,NA,NA,Off White,Pissed,NA,NA,NA,NA,Light Pink,NA,Pink Purple Shades,NA,Blue Bandana,NA,NA,unlisted,0.0,0,0.0
306,12084255,Grey,NA,NA,NA,Silly,Brown,NA,NA,Grey,NA,NA,Green Readers,Dark Green,Red Collar,NA,NA,for_sale,0.29,0,0.0
307,12084331,Steel,NA,NA,NA,Pleased,Very Cold,Blue,NA,NA,NA,Dark Purple Sweatband,Red Round Shades,Jeans,NA,NA,NA,for_sale,0.79,0,0.0
308,12084473,Stallion,NA,NA,NA,Content,NA,Brown,NA,Grey,NA,NA,Black Red Goggles,NA,NA,NA,NA,unlisted,0.0,0,0.0
309,12084403,Classic,NA,NA,NA,Pleased,Brown,Purple,NA,NA,Dark Brown,NA,Purple Pink Shades,NA,NA,NA,NA,unlisted,0.0,0,0.0
310,12084373,Flamingo,NA,NA,NA,Meh,NA,NA,NA,Yellow,NA,NA,Purple Snorkel,NA,Green Bandana,NA,NA,unlisted,0.0,0,0.0
311,12084474,Free Britney,NA,NA,NA,Pleased,Brown,NA,NA,NA,NA,NA,Blue Shield Glasses,NA,NA,NA,NA,unlisted,0.0,0,0.0
312,12084467,Black,NA,NA,NA,Pleased,NA,Yellow,NA,NA,NA,NA,Blue Sunglasses,NA,Red Bandana,NA,NA,unlisted,0.0,0,0.0
313,12084476,Teal,NA,NA,NA,Happy,NA,NA,NA,NA,NA,Dark Pink Sweatband,Red Glasses,NA,NA,NA,NA,unlisted,0.0,0,0.0
314,12084251,Blush,NA,NA,NA,Pleased,NA,Light Pink,NA,NA,NA,NA,NA,NA,NA,NA,NA,unlisted,0.0,0,0.0
315,12084477,Basic Pink,NA,NA,NA,Silly,NA,NA,NA,Blue,NA,Coachella,3D Glasses,NA,Green Flowers,Red Saber,NA,unlisted,0.0,0,0.0
316,12084479,Cornflower,NA,NA,Grey,Pleased,Purple,NA,NA,NA,NA,Teal Hat,NA,NA,Green Bandana,Lemon Icepop,NA,unlisted,0.0,0,0.0
317,12084322,Classic,NA,NA,NA,Unamused,NA,NA,NA,Lime,NA,Tophat,Dark Blue Round Shades,Jeans,NA,NA,NA,unlisted,0.0,0,0.0
318,12084480,Perry Winks,NA,Pink,NA,Pissed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,for_sale,0.45,0,0.0
319,12084481,Lavender,NA,NA,NA,Pissed,NA,NA,NA,NA,NA,Green Crown,Black Red Goggles,NA,Red Collar,NA,NA,unlisted,0.0,0,0.0
320,12084483,Pistachio,NA,NA,NA,Pleased,NA,NA,NA,NA,NA,Pink Crown,Skeptical Brows,NA,Yellow Bandana,NA,NA,unlisted,0.0,0,0.0
321,12084485,Blush,NA,NA,NA,Pleased,Orange,NA,NA,Light Blue,NA,NA,Green Sunglasses,Pink,Yellow Flowers,NA,NA,unlisted,0.0,0,0.0
322,12084484,Dark Grey,Orange,NA,NA,Meh,NA,NA,NA,NA,NA,NA,Purple Round Shades,NA,NA,NA,NA,for_sale,0.24,0,0.0
323,12084471,Classic,NA,NA,NA,Unamused,NA,NA,NA,NA,NA,NA,Sunglasses,Black,Yellow Heart,NA,NA,unlisted,0.0,0,0.0
324,12084488,Grapefruit,NA,NA,Blue,Pleased,NA,NA,NA,Green,Sage,Pinkish Sweatband,VR Green,NA,NA,NA,NA,for_sale,0.159,0,0.0
325,12084487,Basic Pink,NA,Cream,Off White,Silly,NA,NA,NA,NA,Light Pink,NA,Dark Blue Round Shades,NA,Red Bandana,NA,NA,unlisted,0.0,0,0.0
